Subscription_ID,Customer_ID,Plan_Name,Plan_Type,Start_Date,End_Date,Monthly_Charges,Total_Revenue
SUB006261,CUST12512,Basic,Monthly,2037-02-20,2037-03-22,500,500
SUB006262,CUST08089,Basic,Yearly,2037-02-21,2038-02-21,500,6000
SUB006263,CUST02667,Basic,Monthly,2037-02-22,2037-03-24,500,500
SUB006264,CUST17470,Premium,Monthly,2037-02-23,2037-03-25,1200,1200
SUB006265,CUST13325,Premium,Yearly,2037-02-24,2038-02-24,1200,14400
SUB006266,CUST03864,Standard,Monthly,2037-02-25,2037-03-27,800,800
SUB006267,CUST11245,Standard,Yearly,2037-02-26,2038-02-26,800,9600
SUB006268,CUST04027,Basic,Yearly,2037-02-27,2038-02-27,500,6000
SUB006269,CUST08781,Standard,Yearly,2037-02-28,2038-02-28,800,9600
SUB006270,CUST06239,Premium,Yearly,2037-03-01,2038-03-01,1200,14400
SUB006271,CUST08870,Premium,Yearly,2037-03-02,2038-03-02,1200,14400
SUB006272,CUST18234,Standard,Yearly,2037-03-03,2038-03-03,800,9600
SUB006273,CUST12958,Standard,Monthly,2037-03-04,2037-04-03,800,800
SUB006274,CUST15328,Premium,Monthly,2037-03-05,2037-04-04,1200,1200
SUB006275,CUST17694,Standard,Monthly,2037-03-06,2037-04-05,800,800
SUB006276,CUST17975,Premium,Yearly,2037-03-07,2038-03-07,1200,14400
SUB006277,CUST11438,Basic,Monthly,2037-03-08,2037-04-07,500,500
SUB006278,CUST15633,Premium,Monthly,2037-03-09,2037-04-08,1200,1200
SUB006279,CUST07522,Premium,Monthly,2037-03-10,2037-04-09,1200,1200
SUB006280,CUST14135,Standard,Monthly,2037-03-11,2037-04-10,800,800
SUB006281,CUST03974,Basic,Monthly,2037-03-12,2037-04-11,500,500
SUB006282,CUST06594,Premium,Yearly,2037-03-13,2038-03-13,1200,14400
SUB006283,CUST17221,Basic,Monthly,2037-03-14,2037-04-13,500,500
SUB006284,CUST09258,Basic,Monthly,2037-03-15,2037-04-14,500,500
SUB006285,CUST03046,Standard,Monthly,2037-03-16,2037-04-15,800,800
SUB006286,CUST04432,Premium,Yearly,2037-03-17,2038-03-17,1200,14400
SUB006287,CUST12254,Basic,Yearly,2037-03-18,2038-03-18,500,6000
SUB006288,CUST13322,Basic,Yearly,2037-03-19,2038-03-19,500,6000
SUB006289,CUST01960,Premium,Yearly,2037-03-20,2038-03-20,1200,14400
SUB006290,CUST18100,Premium,Yearly,2037-03-21,2038-03-21,1200,14400
SUB006291,CUST13080,Premium,Monthly,2037-03-22,2037-04-21,1200,1200
SUB006292,CUST02407,Premium,Monthly,2037-03-23,2037-04-22,1200,1200
SUB006293,CUST07247,Basic,Monthly,2037-03-24,2037-04-23,500,500
SUB006294,CUST00133,Basic,Monthly,2037-03-25,2037-04-24,500,500
SUB006295,CUST08868,Standard,Yearly,2037-03-26,2038-03-26,800,9600
SUB006296,CUST07155,Premium,Monthly,2037-03-27,2037-04-26,1200,1200
SUB006297,CUST13290,Basic,Yearly,2037-03-28,2038-03-28,500,6000
SUB006298,CUST00790,Basic,Monthly,2037-03-29,2037-04-28,500,500
SUB006299,CUST05512,Premium,Monthly,2037-03-30,2037-04-29,1200,1200
SUB006300,CUST00991,Premium,Monthly,2037-03-31,2037-04-30,1200,1200
SUB006301,CUST14900,Standard,Monthly,2037-04-01,2037-05-01,800,800
SUB006302,CUST19841,Basic,Monthly,2037-04-02,2037-05-02,500,500
SUB006303,CUST08988,Basic,Monthly,2037-04-03,2037-05-03,500,500
SUB006304,CUST13599,Basic,Yearly,2037-04-04,2038-04-04,500,6000
SUB006305,CUST07989,Basic,Monthly,2037-04-05,2037-05-05,500,500
SUB006306,CUST14727,Standard,Yearly,2037-04-06,2038-04-06,800,9600
SUB006307,CUST06274,Premium,Monthly,2037-04-07,2037-05-07,1200,1200
SUB006308,CUST17983,Premium,Monthly,2037-04-08,2037-05-08,1200,1200
SUB006309,CUST06697,Premium,Monthly,2037-04-09,2037-05-09,1200,1200
SUB006310,CUST18417,Premium,Yearly,2037-04-10,2038-04-10,1200,14400
SUB006311,CUST07959,Basic,Monthly,2037-04-11,2037-05-11,500,500
SUB006312,CUST09906,Standard,Monthly,2037-04-12,2037-05-12,800,800
SUB006313,CUST03543,Premium,Yearly,2037-04-13,2038-04-13,1200,14400
SUB006314,CUST01697,Premium,Yearly,2037-04-14,2038-04-14,1200,14400
SUB006315,CUST10283,Basic,Yearly,2037-04-15,2038-04-15,500,6000
SUB006316,CUST09683,Premium,Monthly,2037-04-16,2037-05-16,1200,1200
SUB006317,CUST03127,Premium,Monthly,2037-04-17,2037-05-17,1200,1200
SUB006318,CUST03426,Basic,Monthly,2037-04-18,2037-05-18,500,500
SUB006319,CUST08869,Standard,Yearly,2037-04-19,2038-04-19,800,9600
SUB006320,CUST01273,Basic,Monthly,2037-04-20,2037-05-20,500,500
SUB006321,CUST17735,Standard,Monthly,2037-04-21,2037-05-21,800,800
SUB006322,CUST12417,Standard,Monthly,2037-04-22,2037-05-22,800,800
SUB006323,CUST07935,Standard,Monthly,2037-04-23,2037-05-23,800,800
SUB006324,CUST04004,Basic,Monthly,2037-04-24,2037-05-24,500,500
SUB006325,CUST03265,Basic,Monthly,2037-04-25,2037-05-25,500,500
SUB006326,CUST00689,Premium,Monthly,2037-04-26,2037-05-26,1200,1200
SUB006327,CUST17967,Basic,Monthly,2037-04-27,2037-05-27,500,500
SUB006328,CUST15999,Basic,Yearly,2037-04-28,2038-04-28,500,6000
SUB006329,CUST09516,Standard,Monthly,2037-04-29,2037-05-29,800,800
SUB006330,CUST04908,Premium,Monthly,2037-04-30,2037-05-30,1200,1200
SUB006331,CUST00365,Premium,Monthly,2037-05-01,2037-05-31,1200,1200
SUB006332,CUST16900,Basic,Yearly,2037-05-02,2038-05-02,500,6000
SUB006333,CUST16960,Basic,Yearly,2037-05-03,2038-05-03,500,6000
SUB006334,CUST04918,Basic,Monthly,2037-05-04,2037-06-03,500,500
SUB006335,CUST12147,Basic,Monthly,2037-05-05,2037-06-04,500,500
SUB006336,CUST06909,Standard,Monthly,2037-05-06,2037-06-05,800,800
SUB006337,CUST08143,Premium,Monthly,2037-05-07,2037-06-06,1200,1200
SUB006338,CUST07910,Standard,Yearly,2037-05-08,2038-05-08,800,9600
SUB006339,CUST14331,Premium,Monthly,2037-05-09,2037-06-08,1200,1200
SUB006340,CUST01374,Premium,Monthly,2037-05-10,2037-06-09,1200,1200
SUB006341,CUST18517,Premium,Monthly,2037-05-11,2037-06-10,1200,1200
SUB006342,CUST06471,Standard,Monthly,2037-05-12,2037-06-11,800,800
SUB006343,CUST18924,Premium,Monthly,2037-05-13,2037-06-12,1200,1200
SUB006344,CUST19141,Standard,Monthly,2037-05-14,2037-06-13,800,800
SUB006345,CUST13864,Premium,Monthly,2037-05-15,2037-06-14,1200,1200
SUB006346,CUST09883,Standard,Monthly,2037-05-16,2037-06-15,800,800
SUB006347,CUST18934,Premium,Yearly,2037-05-17,2038-05-17,1200,14400
SUB006348,CUST10151,Standard,Monthly,2037-05-18,2037-06-17,800,800
SUB006349,CUST05243,Basic,Monthly,2037-05-19,2037-06-18,500,500
SUB006350,CUST08924,Standard,Monthly,2037-05-20,2037-06-19,800,800
SUB006351,CUST14113,Basic,Yearly,2037-05-21,2038-05-21,500,6000
SUB006352,CUST17218,Standard,Monthly,2037-05-22,2037-06-21,800,800
SUB006353,CUST10345,Basic,Yearly,2037-05-23,2038-05-23,500,6000
SUB006354,CUST13511,Basic,Yearly,2037-05-24,2038-05-24,500,6000
SUB006355,CUST14861,Standard,Monthly,2037-05-25,2037-06-24,800,800
SUB006356,CUST13152,Premium,Monthly,2037-05-26,2037-06-25,1200,1200
SUB006357,CUST16669,Premium,Monthly,2037-05-27,2037-06-26,1200,1200
SUB006358,CUST07492,Premium,Monthly,2037-05-28,2037-06-27,1200,1200
SUB006359,CUST03539,Premium,Monthly,2037-05-29,2037-06-28,1200,1200
SUB006360,CUST04234,Premium,Monthly,2037-05-30,2037-06-29,1200,1200
SUB006361,CUST16460,Premium,Monthly,2037-05-31,2037-06-30,1200,1200
SUB006362,CUST15034,Standard,Monthly,2037-06-01,2037-07-01,800,800
SUB006363,CUST14038,Basic,Yearly,2037-06-02,2038-06-02,500,6000
SUB006364,CUST09088,Standard,Monthly,2037-06-03,2037-07-03,800,800
SUB006365,CUST13667,Basic,Yearly,2037-06-04,2038-06-04,500,6000
SUB006366,CUST12986,Basic,Monthly,2037-06-05,2037-07-05,500,500
SUB006367,CUST01745,Standard,Yearly,2037-06-06,2038-06-06,800,9600
SUB006368,CUST07238,Basic,Monthly,2037-06-07,2037-07-07,500,500
SUB006369,CUST03342,Standard,Monthly,2037-06-08,2037-07-08,800,800
SUB006370,CUST18092,Standard,Yearly,2037-06-09,2038-06-09,800,9600
SUB006371,CUST04252,Premium,Yearly,2037-06-10,2038-06-10,1200,14400
SUB006372,CUST13501,Basic,Monthly,2037-06-11,2037-07-11,500,500
SUB006373,CUST13222,Premium,Monthly,2037-06-12,2037-07-12,1200,1200
SUB006374,CUST13511,Standard,Monthly,2037-06-13,2037-07-13,800,800
SUB006375,CUST13387,Standard,Monthly,2037-06-14,2037-07-14,800,800
SUB006376,CUST15905,Basic,Monthly,2037-06-15,2037-07-15,500,500
SUB006377,CUST03779,Premium,Monthly,2037-06-16,2037-07-16,1200,1200
SUB006378,CUST05014,Premium,Monthly,2037-06-17,2037-07-17,1200,1200
SUB006379,CUST06237,Basic,Monthly,2037-06-18,2037-07-18,500,500
SUB006380,CUST00646,Standard,Monthly,2037-06-19,2037-07-19,800,800
SUB006381,CUST02240,Standard,Monthly,2037-06-20,2037-07-20,800,800
SUB006382,CUST09654,Basic,Yearly,2037-06-21,2038-06-21,500,6000
SUB006383,CUST18663,Basic,Yearly,2037-06-22,2038-06-22,500,6000
SUB006384,CUST07095,Basic,Monthly,2037-06-23,2037-07-23,500,500
SUB006385,CUST14650,Premium,Yearly,2037-06-24,2038-06-24,1200,14400
SUB006386,CUST08719,Basic,Yearly,2037-06-25,2038-06-25,500,6000
SUB006387,CUST10904,Standard,Yearly,2037-06-26,2038-06-26,800,9600
SUB006388,CUST04459,Basic,Monthly,2037-06-27,2037-07-27,500,500
SUB006389,CUST18802,Premium,Monthly,2037-06-28,2037-07-28,1200,1200
SUB006390,CUST18522,Premium,Monthly,2037-06-29,2037-07-29,1200,1200
SUB006391,CUST09918,Basic,Monthly,2037-06-30,2037-07-30,500,500
SUB006392,CUST09921,Standard,Monthly,2037-07-01,2037-07-31,800,800
SUB006393,CUST06766,Basic,Monthly,2037-07-02,2037-08-01,500,500
SUB006394,CUST14687,Premium,Monthly,2037-07-03,2037-08-02,1200,1200
SUB006395,CUST04055,Standard,Monthly,2037-07-04,2037-08-03,800,800
SUB006396,CUST11244,Premium,Monthly,2037-07-05,2037-08-04,1200,1200
SUB006397,CUST00129,Premium,Yearly,2037-07-06,2038-07-06,1200,14400
SUB006398,CUST19538,Premium,Yearly,2037-07-07,2038-07-07,1200,14400
SUB006399,CUST08401,Basic,Monthly,2037-07-08,2037-08-07,500,500
SUB006400,CUST08238,Premium,Monthly,2037-07-09,2037-08-08,1200,1200
SUB006401,CUST06636,Basic,Monthly,2037-07-10,2037-08-09,500,500
SUB006402,CUST12252,Basic,Monthly,2037-07-11,2037-08-10,500,500
SUB006403,CUST00001,Basic,Monthly,2037-07-12,2037-08-11,500,500
SUB006404,CUST19620,Premium,Yearly,2037-07-13,2038-07-13,1200,14400
SUB006405,CUST08005,Premium,Yearly,2037-07-14,2038-07-14,1200,14400
SUB006406,CUST14795,Premium,Yearly,2037-07-15,2038-07-15,1200,14400
SUB006407,CUST01635,Standard,Monthly,2037-07-16,2037-08-15,800,800
SUB006408,CUST09096,Standard,Monthly,2037-07-17,2037-08-16,800,800
SUB006409,CUST11364,Standard,Yearly,2037-07-18,2038-07-18,800,9600
SUB006410,CUST01895,Standard,Monthly,2037-07-19,2037-08-18,800,800
SUB006411,CUST05657,Standard,Monthly,2037-07-20,2037-08-19,800,800
SUB006412,CUST05267,Premium,Monthly,2037-07-21,2037-08-20,1200,1200
SUB006413,CUST04851,Premium,Monthly,2037-07-22,2037-08-21,1200,1200
SUB006414,CUST02062,Premium,Yearly,2037-07-23,2038-07-23,1200,14400
SUB006415,CUST15137,Basic,Monthly,2037-07-24,2037-08-23,500,500
SUB006416,CUST03365,Basic,Monthly,2037-07-25,2037-08-24,500,500
SUB006417,CUST09067,Premium,Monthly,2037-07-26,2037-08-25,1200,1200
SUB006418,CUST19230,Premium,Monthly,2037-07-27,2037-08-26,1200,1200
SUB006419,CUST05019,Premium,Monthly,2037-07-28,2037-08-27,1200,1200
SUB006420,CUST00269,Premium,Monthly,2037-07-29,2037-08-28,1200,1200
SUB006421,CUST07623,Basic,Monthly,2037-07-30,2037-08-29,500,500
SUB006422,CUST03410,Basic,Monthly,2037-07-31,2037-08-30,500,500
SUB006423,CUST13748,Premium,Yearly,2037-08-01,2038-08-01,1200,14400
SUB006424,CUST12375,Premium,Monthly,2037-08-02,2037-09-01,1200,1200
SUB006425,CUST03496,Premium,Monthly,2037-08-03,2037-09-02,1200,1200
SUB006426,CUST17639,Standard,Monthly,2037-08-04,2037-09-03,800,800
SUB006427,CUST05824,Premium,Monthly,2037-08-05,2037-09-04,1200,1200
SUB006428,CUST11963,Premium,Monthly,2037-08-06,2037-09-05,1200,1200
SUB006429,CUST11872,Premium,Monthly,2037-08-07,2037-09-06,1200,1200
SUB006430,CUST13045,Standard,Yearly,2037-08-08,2038-08-08,800,9600
SUB006431,CUST12240,Standard,Monthly,2037-08-09,2037-09-08,800,800
SUB006432,CUST08186,Premium,Monthly,2037-08-10,2037-09-09,1200,1200
SUB006433,CUST09015,Standard,Yearly,2037-08-11,2038-08-11,800,9600
SUB006434,CUST13259,Standard,Yearly,2037-08-12,2038-08-12,800,9600
SUB006435,CUST12238,Basic,Monthly,2037-08-13,2037-09-12,500,500
SUB006436,CUST10688,Premium,Monthly,2037-08-14,2037-09-13,1200,1200
SUB006437,CUST18179,Basic,Monthly,2037-08-15,2037-09-14,500,500
SUB006438,CUST02184,Premium,Monthly,2037-08-16,2037-09-15,1200,1200
SUB006439,CUST04857,Premium,Monthly,2037-08-17,2037-09-16,1200,1200
SUB006440,CUST10494,Standard,Monthly,2037-08-18,2037-09-17,800,800
SUB006441,CUST16713,Premium,Monthly,2037-08-19,2037-09-18,1200,1200
SUB006442,CUST10768,Standard,Yearly,2037-08-20,2038-08-20,800,9600
SUB006443,CUST10010,Standard,Monthly,2037-08-21,2037-09-20,800,800
SUB006444,CUST06408,Basic,Yearly,2037-08-22,2038-08-22,500,6000
SUB006445,CUST03943,Standard,Monthly,2037-08-23,2037-09-22,800,800
SUB006446,CUST09204,Basic,Monthly,2037-08-24,2037-09-23,500,500
SUB006447,CUST05180,Standard,Yearly,2037-08-25,2038-08-25,800,9600
SUB006448,CUST02016,Basic,Yearly,2037-08-26,2038-08-26,500,6000
SUB006449,CUST02506,Premium,Yearly,2037-08-27,2038-08-27,1200,14400
SUB006450,CUST11724,Premium,Monthly,2037-08-28,2037-09-27,1200,1200
SUB006451,CUST08891,Standard,Monthly,2037-08-29,2037-09-28,800,800
SUB006452,CUST11641,Premium,Yearly,2037-08-30,2038-08-30,1200,14400
SUB006453,CUST11678,Premium,Monthly,2037-08-31,2037-09-30,1200,1200
SUB006454,CUST15839,Premium,Monthly,2037-09-01,2037-10-01,1200,1200
SUB006455,CUST17085,Standard,Monthly,2037-09-02,2037-10-02,800,800
SUB006456,CUST15497,Premium,Monthly,2037-09-03,2037-10-03,1200,1200
SUB006457,CUST07984,Premium,Yearly,2037-09-04,2038-09-04,1200,14400
SUB006458,CUST03270,Premium,Monthly,2037-09-05,2037-10-05,1200,1200
SUB006459,CUST07616,Basic,Yearly,2037-09-06,2038-09-06,500,6000
SUB006460,CUST13860,Premium,Monthly,2037-09-07,2037-10-07,1200,1200
SUB006461,CUST19561,Premium,Monthly,2037-09-08,2037-10-08,1200,1200
SUB006462,CUST14298,Basic,Monthly,2037-09-09,2037-10-09,500,500
SUB006463,CUST15720,Standard,Yearly,2037-09-10,2038-09-10,800,9600
SUB006464,CUST12812,Standard,Monthly,2037-09-11,2037-10-11,800,800
SUB006465,CUST04999,Basic,Monthly,2037-09-12,2037-10-12,500,500
SUB006466,CUST01496,Basic,Yearly,2037-09-13,2038-09-13,500,6000
SUB006467,CUST01091,Standard,Monthly,2037-09-14,2037-10-14,800,800
SUB006468,CUST15282,Premium,Monthly,2037-09-15,2037-10-15,1200,1200
SUB006469,CUST18584,Standard,Monthly,2037-09-16,2037-10-16,800,800
SUB006470,CUST04570,Standard,Monthly,2037-09-17,2037-10-17,800,800
SUB006471,CUST10437,Standard,Monthly,2037-09-18,2037-10-18,800,800
SUB006472,CUST14951,Basic,Monthly,2037-09-19,2037-10-19,500,500
SUB006473,CUST06787,Premium,Monthly,2037-09-20,2037-10-20,1200,1200
SUB006474,CUST08800,Premium,Monthly,2037-09-21,2037-10-21,1200,1200
SUB006475,CUST17112,Premium,Monthly,2037-09-22,2037-10-22,1200,1200
SUB006476,CUST11977,Premium,Monthly,2037-09-23,2037-10-23,1200,1200
SUB006477,CUST17027,Standard,Yearly,2037-09-24,2038-09-24,800,9600
SUB006478,CUST11978,Premium,Monthly,2037-09-25,2037-10-25,1200,1200
SUB006479,CUST13091,Premium,Yearly,2037-09-26,2038-09-26,1200,14400
SUB006480,CUST04044,Premium,Yearly,2037-09-27,2038-09-27,1200,14400
SUB006481,CUST07761,Premium,Monthly,2037-09-28,2037-10-28,1200,1200
SUB006482,CUST09284,Basic,Monthly,2037-09-29,2037-10-29,500,500
SUB006483,CUST10481,Basic,Yearly,2037-09-30,2038-09-30,500,6000
SUB006484,CUST19912,Premium,Monthly,2037-10-01,2037-10-31,1200,1200
SUB006485,CUST09927,Premium,Monthly,2037-10-02,2037-11-01,1200,1200
SUB006486,CUST03767,Premium,Monthly,2037-10-03,2037-11-02,1200,1200
SUB006487,CUST15570,Basic,Monthly,2037-10-04,2037-11-03,500,500
SUB006488,CUST16538,Standard,Monthly,2037-10-05,2037-11-04,800,800
SUB006489,CUST17592,Premium,Monthly,2037-10-06,2037-11-05,1200,1200
SUB006490,CUST02616,Basic,Monthly,2037-10-07,2037-11-06,500,500
SUB006491,CUST05320,Standard,Monthly,2037-10-08,2037-11-07,800,800
SUB006492,CUST01981,Basic,Monthly,2037-10-09,2037-11-08,500,500
SUB006493,CUST02890,Premium,Yearly,2037-10-10,2038-10-10,1200,14400
SUB006494,CUST10802,Standard,Yearly,2037-10-11,2038-10-11,800,9600
SUB006495,CUST08901,Premium,Monthly,2037-10-12,2037-11-11,1200,1200
SUB006496,CUST15856,Basic,Yearly,2037-10-13,2038-10-13,500,6000
SUB006497,CUST12811,Basic,Monthly,2037-10-14,2037-11-13,500,500
SUB006498,CUST06003,Basic,Monthly,2037-10-15,2037-11-14,500,500
SUB006499,CUST08166,Standard,Monthly,2037-10-16,2037-11-15,800,800
SUB006500,CUST19542,Standard,Monthly,2037-10-17,2037-11-16,800,800
SUB006501,CUST12242,Basic,Monthly,2037-10-18,2037-11-17,500,500
SUB006502,CUST09576,Standard,Monthly,2037-10-19,2037-11-18,800,800
SUB006503,CUST03646,Basic,Monthly,2037-10-20,2037-11-19,500,500
SUB006504,CUST02122,Basic,Monthly,2037-10-21,2037-11-20,500,500
SUB006505,CUST02942,Basic,Yearly,2037-10-22,2038-10-22,500,6000
SUB006506,CUST10504,Standard,Monthly,2037-10-23,2037-11-22,800,800
SUB006507,CUST16287,Standard,Yearly,2037-10-24,2038-10-24,800,9600
SUB006508,CUST16569,Premium,Monthly,2037-10-25,2037-11-24,1200,1200
SUB006509,CUST19390,Standard,Yearly,2037-10-26,2038-10-26,800,9600
SUB006510,CUST07656,Premium,Monthly,2037-10-27,2037-11-26,1200,1200
SUB006511,CUST00730,Premium,Monthly,2037-10-28,2037-11-27,1200,1200
SUB006512,CUST12268,Basic,Yearly,2037-10-29,2038-10-29,500,6000
SUB006513,CUST00567,Standard,Monthly,2037-10-30,2037-11-29,800,800
SUB006514,CUST01312,Standard,Yearly,2037-10-31,2038-10-31,800,9600
SUB006515,CUST11616,Premium,Monthly,2037-11-01,2037-12-01,1200,1200
SUB006516,CUST07737,Basic,Monthly,2037-11-02,2037-12-02,500,500
SUB006517,CUST12293,Basic,Monthly,2037-11-03,2037-12-03,500,500
SUB006518,CUST14199,Basic,Monthly,2037-11-04,2037-12-04,500,500
SUB006519,CUST00624,Basic,Yearly,2037-11-05,2038-11-05,500,6000
SUB006520,CUST07617,Premium,Monthly,2037-11-06,2037-12-06,1200,1200
SUB006521,CUST08690,Standard,Yearly,2037-11-07,2038-11-07,800,9600
SUB006522,CUST06066,Standard,Monthly,2037-11-08,2037-12-08,800,800
SUB006523,CUST08415,Basic,Monthly,2037-11-09,2037-12-09,500,500
SUB006524,CUST18291,Standard,Yearly,2037-11-10,2038-11-10,800,9600
SUB006525,CUST17545,Premium,Monthly,2037-11-11,2037-12-11,1200,1200
SUB006526,CUST19169,Premium,Yearly,2037-11-12,2038-11-12,1200,14400
SUB006527,CUST03835,Standard,Monthly,2037-11-13,2037-12-13,800,800
SUB006528,CUST19793,Premium,Yearly,2037-11-14,2038-11-14,1200,14400
SUB006529,CUST17381,Basic,Yearly,2037-11-15,2038-11-15,500,6000
SUB006530,CUST05950,Premium,Monthly,2037-11-16,2037-12-16,1200,1200
SUB006531,CUST10453,Premium,Yearly,2037-11-17,2038-11-17,1200,14400
SUB006532,CUST08779,Standard,Monthly,2037-11-18,2037-12-18,800,800
SUB006533,CUST02985,Premium,Yearly,2037-11-19,2038-11-19,1200,14400
SUB006534,CUST19254,Premium,Monthly,2037-11-20,2037-12-20,1200,1200
SUB006535,CUST11769,Premium,Monthly,2037-11-21,2037-12-21,1200,1200
SUB006536,CUST02724,Basic,Monthly,2037-11-22,2037-12-22,500,500
SUB006537,CUST15591,Basic,Yearly,2037-11-23,2038-11-23,500,6000
SUB006538,CUST01005,Standard,Monthly,2037-11-24,2037-12-24,800,800
SUB006539,CUST01776,Basic,Yearly,2037-11-25,2038-11-25,500,6000
SUB006540,CUST17499,Premium,Monthly,2037-11-26,2037-12-26,1200,1200
SUB006541,CUST10882,Standard,Monthly,2037-11-27,2037-12-27,800,800
SUB006542,CUST16997,Premium,Yearly,2037-11-28,2038-11-28,1200,14400
SUB006543,CUST11803,Basic,Monthly,2037-11-29,2037-12-29,500,500
SUB006544,CUST10770,Premium,Yearly,2037-11-30,2038-11-30,1200,14400
SUB006545,CUST16077,Standard,Monthly,2037-12-01,2037-12-31,800,800
SUB006546,CUST17788,Basic,Monthly,2037-12-02,2038-01-01,500,500
SUB006547,CUST16395,Basic,Yearly,2037-12-03,2038-12-03,500,6000
SUB006548,CUST01998,Standard,Monthly,2037-12-04,2038-01-03,800,800
SUB006549,CUST13828,Standard,Monthly,2037-12-05,2038-01-04,800,800
SUB006550,CUST07783,Standard,Monthly,2037-12-06,2038-01-05,800,800
SUB006551,CUST00555,Premium,Monthly,2037-12-07,2038-01-06,1200,1200
SUB006552,CUST08956,Basic,Monthly,2037-12-08,2038-01-07,500,500
SUB006553,CUST04647,Premium,Yearly,2037-12-09,2038-12-09,1200,14400
SUB006554,CUST14139,Premium,Monthly,2037-12-10,2038-01-09,1200,1200
SUB006555,CUST16025,Premium,Monthly,2037-12-11,2038-01-10,1200,1200
SUB006556,CUST00755,Basic,Monthly,2037-12-12,2038-01-11,500,500
SUB006557,CUST19540,Standard,Yearly,2037-12-13,2038-12-13,800,9600
SUB006558,CUST08529,Basic,Yearly,2037-12-14,2038-12-14,500,6000
SUB006559,CUST11585,Premium,Monthly,2037-12-15,2038-01-14,1200,1200
SUB006560,CUST17501,Standard,Yearly,2037-12-16,2038-12-16,800,9600
SUB006561,CUST04204,Basic,Monthly,2037-12-17,2038-01-16,500,500
SUB006562,CUST03422,Standard,Yearly,2037-12-18,2038-12-18,800,9600
SUB006563,CUST06553,Premium,Yearly,2037-12-19,2038-12-19,1200,14400
SUB006564,CUST02794,Standard,Yearly,2037-12-20,2038-12-20,800,9600
SUB006565,CUST13946,Premium,Monthly,2037-12-21,2038-01-20,1200,1200
SUB006566,CUST12875,Standard,Yearly,2037-12-22,2038-12-22,800,9600
SUB006567,CUST05328,Premium,Monthly,2037-12-23,2038-01-22,1200,1200
SUB006568,CUST04169,Standard,Monthly,2037-12-24,2038-01-23,800,800
SUB006569,CUST11355,Basic,Monthly,2037-12-25,2038-01-24,500,500
SUB006570,CUST02868,Premium,Monthly,2037-12-26,2038-01-25,1200,1200
SUB006571,CUST16832,Standard,Monthly,2037-12-27,2038-01-26,800,800
SUB006572,CUST07403,Basic,Monthly,2037-12-28,2038-01-27,500,500
SUB006573,CUST13118,Standard,Monthly,2037-12-29,2038-01-28,800,800
SUB006574,CUST03288,Basic,Monthly,2037-12-30,2038-01-29,500,500
SUB006575,CUST16550,Standard,Monthly,2037-12-31,2038-01-30,800,800
SUB006576,CUST16818,Basic,Yearly,2038-01-01,2039-01-01,500,6000
SUB006577,CUST15421,Basic,Monthly,2038-01-02,2038-02-01,500,500
SUB006578,CUST18204,Standard,Yearly,2038-01-03,2039-01-03,800,9600
SUB006579,CUST04166,Standard,Yearly,2038-01-04,2039-01-04,800,9600
SUB006580,CUST02233,Basic,Monthly,2038-01-05,2038-02-04,500,500
SUB006581,CUST14463,Premium,Monthly,2038-01-06,2038-02-05,1200,1200
SUB006582,CUST00140,Basic,Monthly,2038-01-07,2038-02-06,500,500
SUB006583,CUST19719,Standard,Monthly,2038-01-08,2038-02-07,800,800
SUB006584,CUST04252,Basic,Yearly,2038-01-09,2039-01-09,500,6000
SUB006585,CUST10571,Basic,Monthly,2038-01-10,2038-02-09,500,500
SUB006586,CUST07956,Premium,Monthly,2038-01-11,2038-02-10,1200,1200
SUB006587,CUST04417,Premium,Monthly,2038-01-12,2038-02-11,1200,1200
SUB006588,CUST14224,Standard,Yearly,2038-01-13,2039-01-13,800,9600
SUB006589,CUST08083,Premium,Yearly,2038-01-14,2039-01-14,1200,14400
SUB006590,CUST08394,Basic,Yearly,2038-01-15,2039-01-15,500,6000
SUB006591,CUST13282,Standard,Yearly,2038-01-16,2039-01-16,800,9600
SUB006592,CUST12874,Standard,Monthly,2038-01-17,2038-02-16,800,800
SUB006593,CUST17854,Standard,Monthly,2038-01-18,2038-02-17,800,800
SUB006594,CUST04897,Premium,Monthly,2038-01-19,2038-02-18,1200,1200
SUB006595,CUST17370,Basic,Yearly,2038-01-20,2039-01-20,500,6000
SUB006596,CUST03554,Premium,Monthly,2038-01-21,2038-02-20,1200,1200
SUB006597,CUST04749,Basic,Monthly,2038-01-22,2038-02-21,500,500
SUB006598,CUST14694,Standard,Monthly,2038-01-23,2038-02-22,800,800
SUB006599,CUST08030,Standard,Monthly,2038-01-24,2038-02-23,800,800
SUB006600,CUST19434,Basic,Monthly,2038-01-25,2038-02-24,500,500
SUB006601,CUST01890,Standard,Yearly,2038-01-26,2039-01-26,800,9600
SUB006602,CUST01829,Basic,Monthly,2038-01-27,2038-02-26,500,500
SUB006603,CUST15379,Premium,Yearly,2038-01-28,2039-01-28,1200,14400
SUB006604,CUST15170,Basic,Monthly,2038-01-29,2038-02-28,500,500
SUB006605,CUST07198,Premium,Monthly,2038-01-30,2038-03-01,1200,1200
SUB006606,CUST13728,Standard,Monthly,2038-01-31,2038-03-02,800,800
SUB006607,CUST10596,Standard,Yearly,2038-02-01,2039-02-01,800,9600
SUB006608,CUST13676,Basic,Monthly,2038-02-02,2038-03-04,500,500
